Nivel de estudios,Comunidad Autónoma,ccaa,Tipo,Universidad,Modalidad,Centro,Provincia,Centro,Títuilo,Titulación,Idioma extranjero,Nota de corte
GRADO,Madrid (Comunidad de),Comunidad de Madrid,Privada,Universidad Antonio de Nebrija,Varias modalidades,Propio,Madrid,Escuela Politécnica Superior,Grado en Fundamentos de la Arquitectura,Grado en Fundamentos de la Arquitectura,No,N/A
DOCTOR,Cataluña,Cataluña,Pública,Universidad de Lleida,Varias modalidades,Propio,Lleida,Escuela de Doctorado de la Universidad de Lleida,Doctorado en Ingeniería y Tecnologías de la Información,Doctorado en Ingeniería y Tecnologías de la Información,Sí,N/A
GRADO,Cataluña,Cataluña,Privada,Universidad Internacional de Catalunya,Presencial,Propio,Barcelona,Facultad de Humanidades,Grado en Humanidades y Estudios Culturales,Grado en Humanidades y Estudios Culturales,No,N/A
DOBLE GRADO,Madrid (Comunidad de),Comunidad de Madrid,Pública,Universidad Complutense de Madrid,Presencial,Propio,Madrid,Facultad de Informática,PCEO Grado en Administración y Dirección de Empresas / Grado en Ingeniería Informática,Doble Grado en Administración y Dirección de Empresas / Grado en Ingeniería Informática,No,N/A
DOBLE GRADO,Cataluña,Cataluña,Pública,Universidad Politécnica de Catalunya,Presencial,Propio,Barcelona,Escuela Politécnica Superior de Ingeniería de Manresa,PCEO Grado en Ingeniería Mecánica / Grado en Ingeniería Química,Doble Grado en Ingeniería Mecánica / Grado en Ingeniería Química,No,N/A
DOCTOR,Galicia,Galicia,Pública,Universidad de Vigo,Varias modalidades,Propio,Pontevedra,Escuela Internacional de Doctorado de la Universidad de Vigo,Doctorado en Neurociencia y Psicología Clínica,Doctorado en Neurociencia y Psicología Clínica,Sí,N/A
MASTER,Galicia,Galicia,Pública,Universidad de Vigo,Semi/No Presencial,Adscrito,Pontevedra,Centro Universitario de la Defensa en la Escuela Naval Militar de Marín,Máster Universitario en Dirección TIC para la Defensa,Máster Universitario en Dirección TIC para la Defensa,No,N/A
MASTER,Comunitat Valenciana,Comunitat Valenciana,Privada,Universidad Internacional Valenciana,Semi/No Presencial,Propio,Valencia/València,Facultad de Ciencias de la Educación,Máster Universitario en Formación del Profesorado de Educación Secundaria Obligatoria. Bachillerato. Formación Profesional y Enseñanza de Idiomas,Máster Universitario en Formación del Profesorado de Educación Secundaria Obligatoria. Bachillerato. Formación Profesional y Enseñanza de Idiomas,No,N/A
MASTER,Cantabria,Cantabria,Pública,Universidad de Cantabria,Presencial,Adscrito,Cantabria,Escuela Universitaria de Fisioterapia Gimbernat-Cantabria,Máster Universitario en Fisioterapia del Deporte y Readaptación a la Actividad Física,Máster Universitario en Fisioterapia del Deporte y Readaptación a la Actividad Física,No,N/A
DOBLE GRADO,Cataluña,Cataluña,Pública,Universidad Politécnica de Catalunya,Presencial,Propio,Barcelona,Escuela de Ingeniería de Telecomunicación y Aeroespacial de Castelldefels,PCEO Grado en Ingeniería de Sistemas Aeroespaciales / Grado en Ingeniería Telemática,Doble Grado en Ingeniería de Sistemas Aeroespaciales / Grado en Ingeniería Telemática,No,N/A
MASTER,Cataluña,Cataluña,Pública,Universidad Pompeu Fabra,Varias modalidades,Adscrito,Barcelona,Barcelona School of Management,Máster Universitario en Dirección Financiera y Contable de la Empresa / Master in Accounting and Financial Management,Máster Universitario en Dirección Financiera y Contable de la Empresa / Master in Accounting and Financial Management,No,N/A
GRADO,Cataluña,Cataluña,Privada,Universidad Ramon Llull,Semi/No Presencial,Propio,Barcelona,Facultad de Educación Social y Trabajo Social Pere Tarrés,Grado en Trabajo Social,Grado en Trabajo Social,No,N/A
DOCTOR,Comunitat Valenciana,Comunitat Valenciana,Pública,Universitat de València (Estudi General),Varias modalidades,Propio,Valencia,Escuela de Doctorado de la Universitat de València - Estudi General,Doctorado en Estudios Hispánicos Avanzados,Doctorado en Estudios Hispánicos Avanzados,Sí,N/A
DOCTOR,Castilla y León,Castilla y León,Pública,Universidad de Salamanca,Varias modalidades,Propio,Salamanca,Escuela de Doctorado Studii Salamantini de la Universidad de Salamanca,Doctorado en Historia del Arte y Musicología,Doctorado en Historia del Arte y Musicología,Sí,N/A
MASTER,Andalucía,Andalucía,Privada,Universidad Loyola Andalucía,Presencial,Propio,Sevilla,Escuela de Postgrado (Loyola Leadership School) (Sede de Sevilla),Máster Universitario en Asesoría Jurídica de Empresas,Máster Universitario en Asesoría Jurídica de Empresas,No,N/A
GRADO,País Vasco,País Vasco,Privada,Universidad de Deusto,Presencial,Propio,Bizkaia,Facultad de Ciencias Económicas y Empresariales,Grado en Administración y Dirección de Empresas,Grado en Administración y Dirección de Empresas,No,N/A
MASTER,Madrid (Comunidad de),Comunidad de Madrid,Privada,Universidad a Distancia de Madrid,Semi/No Presencial,Propio,Madrid,Facultad de Ciencias Económicas y Empresariales,Máster Universitario en Dirección Comercial y Marketing,Máster Universitario en Dirección Comercial y Marketing,No,N/A
DOCTOR,Madrid (Comunidad de),Comunidad de Madrid,Pública,Universidad Autónoma de Madrid,Varias modalidades,Propio,Madrid,Escuela de Doctorado Multidisciplinar de la Universidad Autónoma de Madrid (EDUAM),Doctorado en Psicología,Doctorado en Psicología,Sí,N/A
DOCTOR,Andalucía,Andalucía,Pública,Universidad de Sevilla,Varias modalidades,Propio,Sevilla,Escuela Internacional de Doctorado,Doctorado en Ciencias Económicas. Empresariales y Sociales,Doctorado en Ciencias Económicas. Empresariales y Sociales,Sí,N/A
DOCTOR,País Vasco,País Vasco,Pública,Universidad del País Vasco/Euskal Herriko Unibertsitatea,Varias modalidades,Propio,Bizkaia,Escuela de Doctorado de la UPV/EHU,Doctorado en Actividad Física y Deporte,Doctorado en Actividad Física y Deporte,Sí,N/A
MASTER,Cataluña,Cataluña,Pública,Universidad Autónoma de Barcelona,Varias modalidades,Propio,Barcelona,Facultad de Psicología,Máster Universitario en Psicología de la Educación - MIPE,Máster Universitario en Psicología de la Educación - MIPE,Sí,N/A
DOCTOR,Comunitat Valenciana,Comunitat Valenciana,Pública,Universidad Miguel Hernández de Elche,Varias modalidades,Propio,Alicante,Facultad de Bellas Artes de Altea,Doctorado en Creación Artística,Doctorado en Creación Artística,Sí,N/A
MASTER,Cataluña,Cataluña,Pública,Universidad Pompeu Fabra,Presencial,Propio,Barcelona,Departamento de Economía y Empresa,Máster Universitario en Investigación en Economía. Finanzas y Empresa / Master of Research in Economics. Finance and Management,Máster Universitario en Investigación en Economía. Finanzas y Empresa / Master of Research in Economics. Finance and Management,Sí,N/A
DOCTOR,País Vasco,País Vasco,Pública,Universidad del País Vasco/Euskal Herriko Unibertsitatea,Varias modalidades,Propio,Bizkaia,Escuela de Doctorado de la UPV/EHU,Doctorado en Ciencia y Tecnología de Materiales,Doctorado en Ciencia y Tecnología de Materiales,Sí,N/A
MASTER,Cataluña,Cataluña,Pública,Universidad de Barcelona,Varias modalidades,Propio,Barcelona,Facultad de Medicina y Ciencias de la Salud,Máster Universitario en Innovación y Emprendimiento para Ingenierias y Biociencias en Salud,Máster Universitario en Innovación y Emprendimiento para Ingenierias y Biociencias en Salud,Sí,N/A
MASTER,Cataluña,Cataluña,Pública,Universidad de Barcelona,Varias modalidades,Propio,Barcelona,Facultad de Biología,Máster Universitario en Innovación y Emprendimiento para Ingenierias y Biociencias en Salud,Máster Universitario en Innovación y Emprendimiento para Ingenierias y Biociencias en Salud,Sí,N/A
MASTER,Cataluña,Cataluña,Pública,Universidad de Barcelona,Varias modalidades,Propio,Barcelona,Facultad de Economía y Empresa,Máster Universitario en Innovación y Emprendimiento para Ingenierias y Biociencias en Salud,Máster Universitario en Innovación y Emprendimiento para Ingenierias y Biociencias en Salud,Sí,N/A
MASTER,Cataluña,Cataluña,Pública,Universidad de Barcelona,Varias modalidades,Propio,Barcelona,Facultad de Física,Máster Universitario en Innovación y Emprendimiento para Ingenierias y Biociencias en Salud,Máster Universitario en Innovación y Emprendimiento para Ingenierias y Biociencias en Salud,Sí,N/A
DOCTOR,Madrid (Comunidad de),Comunidad de Madrid,Pública,Universidad Carlos III de Madrid,Varias modalidades,Propio,Madrid,Escuela de Doctorado de la Universidad Carlos III de Madrid,Doctorado en Ingeniería Eléctrica. Electrónica y Automática,Doctorado en Ingeniería Eléctrica. Electrónica y Automática,Sí,N/A
DOCTOR,Cataluña,Cataluña,Privada,Universidad Oberta de Catalunya,Varias modalidades,Propio,Barcelona,Escuela de Doctorado de la Universitat Oberta de Catalunya,Doctorado en Bioinformática / Bioinformatics,Doctorado en Bioinformática / Bioinformatics,Sí,N/A
GRADO,Castilla y León,Castilla y León,Pública,Universidad de Salamanca,Presencial,Adscrito,Ávila,"Centro Universitario de Formación de la Policía Nacional, O.A.",Grado en Estudios Policiales,Grado en Estudios Policiales,No,N/A
DOCTOR,Andalucía,Andalucía,Pública,Universidad de Sevilla,Varias modalidades,Propio,Sevilla,Escuela Internacional de Doctorado,Doctorado en Historia,Doctorado en Historia,Sí,N/A
DOBLE GRADO,Madrid (Comunidad de),Comunidad de Madrid,Privada,Universidad Francisco de Vitoria,Presencial,Propio,Madrid,"Facultad de Derecho, Empresa y Gobierno",PCEO Grado en Administración y dirección de empresas / Grado en Relaciones internacionales,Doble Grado en Administración y dirección de empresas / Grado en Relaciones internacionales,No,N/A
GRADO,Castilla y León,Castilla y León,Privada,Universidad Europea Miguel de Cervantes,Varias modalidades,Propio,Valladolid,Facultad de Ciencias de la Salud,Grado en Nutrición Humana y Dietética,Grado en Nutrición Humana y Dietética,No,N/A
GRADO,Madrid (Comunidad de),Comunidad de Madrid,Privada,Universidad San Pablo-CEU,Presencial,Propio,Madrid,Facultad de Medicina,Grado en Fisioterapia,Grado en Fisioterapia,Sí,N/A
GRADO,Comunitat Valenciana,Comunitat Valenciana,Privada,Universidad Católica de Valencia San Vicente Mártir,Presencial,Propio,Valencia/València,"Facultad de Ciencias Jurídicas, Económicas y Sociales",Grado en Criminología,Grado en Criminología,No,N/A
MASTER,Madrid (Comunidad de),Comunidad de Madrid,Privada,Universidad Antonio de Nebrija,Semi/No Presencial,Propio,Madrid,Facultad de Lenguas y Educación,Máster Universitario en Procesos Educativos de Enseñanza y Aprendizaje,Máster Universitario en Procesos Educativos de Enseñanza y Aprendizaje,No,N/A
MASTER,País Vasco,País Vasco,Privada,Mondragon Unibertsitatea,Semi/No Presencial,Propio,Gipuzkoa,Facultad de Humanidades y Ciencias de la Educación,Máster Universitario en Investigación para la Innovación Educativa,Máster Universitario en Investigación para la Innovación Educativa,No,N/A
DOCTOR,Madrid (Comunidad de),Comunidad de Madrid,Pública,Universidad Rey Juan Carlos,Varias modalidades,Propio,Madrid,Escuela Internacional de Doctorado,Doctorado en Ciencias de la Comunicación,Doctorado en Ciencias de la Comunicación,Sí,N/A
GRADO,Madrid (Comunidad de),Comunidad de Madrid,Privada,Universidad Alfonso X El Sabio,Presencial,Propio,Madrid,Facultad de Empresa y Tecnología (Campus de Chamartín),Grado en Analítica de Negocios/ Bachelor in Business Analytics,Grado en Analítica de Negocios/ Bachelor in Business Analytics,Sí,N/A
MASTER,Comunitat Valenciana,Comunitat Valenciana,Pública,Universidad Politécnica de Valencia,Presencial,Propio,Valencia,Departamento de Ingeniería Mecánica y de Materiales,Máster Universitario en Ingeniería Mecánica,Máster Universitario en Ingeniería Mecánica,No,N/A
MASTER,Castilla y León,Castilla y León,Privada,Universidad Católica Santa Teresa de Jesús de Avila,Semi/No Presencial,Propio,Avila,Facultad de Ciencias y Artes,Máster Universitario en Ingeniería de Montes,Máster Universitario en Ingeniería de Montes,No,N/A
MASTER,Madrid (Comunidad de),Comunidad de Madrid,Privada,Universidad Camilo José Cela,Varias modalidades,Propio,Madrid,Facultad de Educación,Máster Universitario en Educación Secundaria,Máster Universitario en Educación Secundaria,No,N/A
DOCTOR,Cataluña,Cataluña,Pública,Universidad de Girona,Varias modalidades,Propio,Girona,Escuela de Doctorado de la Universidad de Girona,Doctorado en Estudios de Género: Culturas. Sociedades y Políticas,Doctorado en Estudios de Género: Culturas. Sociedades y Políticas,Sí,N/A
MASTER,Cataluña,Cataluña,Pública,Universidad Politécnica de Catalunya,Varias modalidades,Propio,Barcelona,Facultad de Informática,Máster Universitario en Modelización Computacional Atomística y Multiescala en Física. Química y Bioquímica,Máster Universitario en Modelización Computacional Atomística y Multiescala en Física. Química y Bioquímica,Sí,N/A
GRADO,Murcia (Región de),Región de Murcia,Privada,Universidad Católica San Antonio,Presencial,Propio,Murcia,Facultad de Ciencias de la Salud,Grado en Biotecnología,Grado en Biotecnología,No,N/A
DOCTOR,Murcia (Región de),Región de Murcia,Pública,Universidad de Murcia,Varias modalidades,Propio,Murcia,Escuela Internacional de Doctorado de la Universidad de Murcia,Doctorado en Ciencia Política y Administración Pública,Doctorado en Ciencia Política y Administración Pública,Sí,N/A
DOCTOR,Murcia (Región de),Región de Murcia,Pública,Universidad de Murcia,Varias modalidades,Propio,Murcia,Escuela Internacional de Doctorado de la Universidad de Murcia,Doctorado en Economía,Doctorado en Economía,Sí,N/A
DOCTOR,Andalucía,Andalucía,Pública,Universidad de Málaga,Varias modalidades,Propio,Málaga,Escuela de Doctorado de la Universidad de Málaga,Doctorado en Educación y Comunicación Social,Doctorado en Educación y Comunicación Social,Sí,N/A
MASTER,País Vasco,País Vasco,Privada,Universidad de Deusto,Presencial,Propio,Bizkaia,Facultad de Ciencias de la Salud,Máster Universitario en Neuropsicología Clínica,Máster Universitario en Neuropsicología Clínica,No,N/A
DOCTOR,Madrid (Comunidad de),Comunidad de Madrid,Pública,Universidad Rey Juan Carlos,Varias modalidades,Propio,Madrid,Escuela Internacional de Doctorado,Doctorado en Ciencias de la Salud,Doctorado en Ciencias de la Salud,Sí,N/A
GRADO,Castilla y León,Castilla y León,Privada,Universidad Católica Santa Teresa de Jesús de Avila,Presencial,Propio,Avila,Facultad de Ciencias y Artes,Grado en Ingeniería Mecánica,Grado en Ingeniería Mecánica,No,N/A
MASTER,Madrid (Comunidad de),Comunidad de Madrid,Pública,Universidad Carlos III de Madrid,Semi/No Presencial,Adscrito,Madrid,Centro Universitario de la Guardia Civil,Máster Universitario en Alta Dirección en Seguridad Internacional,Máster Universitario en Alta Dirección en Seguridad Internacional,No,N/A
DOBLE GRADO,Castilla y León,Castilla y León,Pública,Universidad de Valladolid,Presencial,Propio,Valladolid,Facultad de Ciencias Económicas y Empresariales,PCEO Grado en Ingeniería de Tecnologías de Telecomunicación / Grado en Administración y Dirección de Empresas,Doble Grado en Ingeniería de Tecnologías de Telecomunicación / Grado en Administración y Dirección de Empresas,No,N/A
DOBLE GRADO,Madrid (Comunidad de),Comunidad de Madrid,Privada,Universidad Antonio de Nebrija,Presencial,Propio,Madrid,Facultad de Comunicación y Artes,PCEO Grado en Publicidad y Relaciones Públicas / Grado en Marketing,Doble Grado en Publicidad y Relaciones Públicas / Grado en Marketing,Sí,N/A
MASTER,Cataluña,Cataluña,Pública,Universidad Autónoma de Barcelona,Varias modalidades,Propio,Barcelona,Facultad de Biociencias,Máster Universitario en Acuicultura,Máster Universitario en Acuicultura,Sí,N/A
DOCTOR,Madrid (Comunidad de),Comunidad de Madrid,Pública,Universidad Complutense de Madrid,Varias modalidades,Propio,Madrid,Facultad de Filología,Doctorado en Estudios Franceses,Doctorado en Estudios Franceses,Sí,N/A
GRADO,Cataluña,Cataluña,Pública,Universidad Pompeu Fabra,Varias modalidades,Adscrito,Barcelona,Escuela Superior de Comercio Internacional,Grado en Ciencias Urbanas / Urban Sciences,Grado en Ciencias Urbanas / Urban Sciences,Sí,N/A
GRADO,Balears (Illes),Baleares,Privada,Universidad Pontificia Comillas,Presencial,Adscrito,Illes Balears,Centro de Enseñanza Superior Alberta Giménez,Grado en Educación Infantil,Grado en Educación Infantil,No,N/A
GRADO,Madrid (Comunidad de),Comunidad de Madrid,Privada,Universidad Pontificia Comillas,Presencial,Propio,Madrid,Facultad de Ciencias Humanas y Sociales,Grado en Educación Infantil,Grado en Educación Infantil,No,N/A
GRADO,Andalucía,Andalucía,Privada,CEU Fernando III,Presencial,Propio,Sevilla,Escuela Politécnica Superior,Grado en Ingeniería Informática,Grado en Ingeniería Informática,No,N/A
GRADO,Castilla y León,Castilla y León,Privada,Universidad Europea Miguel de Cervantes,Presencial,Propio,Valladolid,Facultad de Ciencias de la Salud,Grado en Fisioterapia,Grado en Fisioterapia,No,N/A
DOBLE GRADO,Madrid (Comunidad de),Comunidad de Madrid,Privada,Universidad Europea de Madrid,Presencial,Propio,Madrid,"Facultad de Ciencias Jurídicas, Educación y Humanidades. Campus Villaviciosa y Alcobendas",PCEO Grado en Negocios Internacionales (International Business) / Grado en Relaciones Internacionales,Doble Grado en Negocios Internacionales (International Business) / Grado en Relaciones Internacionales,Sí,N/A
DOCTOR,Cataluña,Cataluña,Pública,Universidad Rovira i Virgili,Varias modalidades,Propio,Tarragona,Escuela de Doctorado de la Universidad Rovira i Virgili,Doctorado en Ingeniería Informática y Matemáticas de la Seguridad,Doctorado en Ingeniería Informática y Matemáticas de la Seguridad,Sí,N/A
MASTER,Castilla y León,Castilla y León,Privada,Universidad Católica Santa Teresa de Jesús de Avila,Semi/No Presencial,Propio,Avila,Facultad de Ciencias Sociales y Jurídicas,Máster Universitario en Administración y Dirección de Empresas (MBA),Máster Universitario en Administración y Dirección de Empresas (MBA),No,N/A
MASTER,Madrid (Comunidad de),Comunidad de Madrid,Privada,Universidad Pontificia Comillas,Presencial,Propio,Madrid,Escuela Técnica Superior de Ingeniería (ICAI),Máster Universitario en Sistemas Ferroviarios,Máster Universitario en Sistemas Ferroviarios,No,N/A
GRADO,Aragón,Aragón,Privada,Universidad San Jorge,Presencial,Propio,Zaragoza,Facultad de Ciencias de la Salud,Grado en Fisioterapia,Grado en Fisioterapia,No,N/A
DOCTOR,Cataluña,Cataluña,Pública,Universidad de Barcelona,Varias modalidades,Propio,Barcelona,Escuela de Doctorado de la Universidad de Barcelona,Doctorado en Química Analítica y Medio Ambiente,Doctorado en Química Analítica y Medio Ambiente,Sí,N/A
DOCTOR,Galicia,Galicia,Pública,Universidad de Santiago de Compostela,Varias modalidades,Propio,A Coruña,Escuela de Doctorado Internacional (EDIUS),Doctorado en Marketing Político. Actores e Instituciones en las Sociedades Contemporáneas,Doctorado en Marketing Político. Actores e Instituciones en las Sociedades Contemporáneas,Sí,N/A
DOBLE MÁSTER,Cataluña,Cataluña,Pública,Universidad Politécnica de Catalunya,Presencial,Propio,Barcelona,Escuela Técnica Superior de Ingeniería Industrial de Barcelona,PCEO Máster en Ingeniería Industrial (Plan nuevo) / Máster en Automática y Robótica,Doble Máster en Ingeniería Industrial (Plan nuevo) / Máster en Automática y Robótica,No,N/A
DOCTOR,País Vasco,País Vasco,Pública,Universidad del País Vasco/Euskal Herriko Unibertsitatea,Varias modalidades,Propio,Bizkaia,Escuela de Doctorado de la UPV/EHU,Doctorado en Educación: Escuela. Lengua y Sociedad,Doctorado en Educación: Escuela. Lengua y Sociedad,Sí,N/A
GRADO,Comunitat Valenciana,Comunitat Valenciana,Privada,Universidad Católica de Valencia San Vicente Mártir,Presencial,Propio,Valencia,Facultad de Veterinaria y Ciencias Experimentales,Grado en Veterinaria,Grado en Veterinaria,No,N/A
DOCTOR,Comunitat Valenciana,Comunitat Valenciana,Pública,Universidad Miguel Hernández de Elche,Varias modalidades,Propio,Alicante/Alacant,Escuela de Doctorado de la Universidad Miguel Hernández de Elche (EDUMH),Doctorado en Intervención Psicosocial. Desarrollo Social y Educación para la Salud y el Bienestar,Doctorado en Intervención Psicosocial. Desarrollo Social y Educación para la Salud y el Bienestar,Sí,N/A
DOBLE GRADO,Madrid (Comunidad de),Comunidad de Madrid,Privada,Universidad San Pablo-CEU,Presencial,Propio,Madrid,Facultad de Ciencias Económicas y Empresariales,PCEO Grado en Marketing y Gestión Comercial / Grado en Comunicación Digital,Doble Grado en Marketing y Gestión Comercial / Grado en Comunicación Digital,No,N/A
MASTER,Rioja (La),La Rioja,Privada,Universidad Internacional de la Rioja,Semi/No Presencial,Propio,La Rioja,Facultad de Economía y Empresa,Máster Universitario en Economía Internacional,Máster Universitario en Economía Internacional,No,N/A
MASTER,Cataluña,Cataluña,Pública,Universidad de Barcelona,Semi/No Presencial,Adscrito,Barcelona,Escuela de Hostelería y Turismo-CETT,Máster Universitario en Innovación en la Gestión Turística,Máster Universitario en Innovación en la Gestión Turística,No,N/A
DOBLE GRADO,Madrid (Comunidad de),Comunidad de Madrid,Privada,Universidad Francisco de Vitoria,Presencial,Propio,Madrid,"Facultad de Derecho, Empresa y Gobierno",PCEO Grado en Análisis de Negocios / Business Analytics / Grado en Administración y Dirección de Empresas,Doble Grado en Análisis de Negocios / Business Analytics / Grado en Administración y Dirección de Empresas,No,N/A
DOBLE MÁSTER,Andalucía,Andalucía,Pública,Universidad de Sevilla,Presencial,Propio,Sevilla,Escuela Técnica Superior de Ingeniería,PCEO Máster Universitario en Ingeniería Industrial / Máster Universitario en Sistemas de Energía Térmica,Doble Máster Universitario en Ingeniería Industrial / Máster Universitario en Sistemas de Energía Térmica,No,N/A
GRADO,Madrid (Comunidad de),Comunidad de Madrid,Privada,Universidad Antonio de Nebrija,Presencial,Propio,Madrid,Escuela Politécnica Superior,Grado en Física Aplicada,Grado en Física Aplicada,No,N/A
DOBLE GRADO,Madrid (Comunidad de),Comunidad de Madrid,Privada,Universidad Camilo José Cela,Presencial,Propio,Madrid,Universidad Camilo José Cela,PCEO Grado en Publicidad y Relaciones Públicas / Grado en Protocolo y Organización de Eventos,Doble Grado en Publicidad y Relaciones Públicas / Grado en Protocolo y Organización de Eventos,No,N/A
DOBLE MÁSTER,Navarra (Comunidad Foral de),Navarra,Privada,Universidad de Navarra,Presencial,Propio,Navarra,Universidad de Navarra,PCEO Máster Universitario de Acceso a la Abogacía / Máster Universitario en Derecho de Empresa,Doble Máster Universitario de Acceso a la Abogacía / Máster Universitario en Derecho de Empresa,No,N/A
DOCTOR,Castilla y León,Castilla y León,Pública,Universidad de Valladolid,Varias modalidades,Propio,Valladolid,Escuela de Doctorado de la Universidad de Valladolid,Doctorado en Textos de la Antigüedad Clásica y su Pervivencia,Doctorado en Textos de la Antigüedad Clásica y su Pervivencia,Sí,N/A
GRADO,Madrid (Comunidad de),Comunidad de Madrid,Privada,Universidad Alfonso X El Sabio,Presencial,Propio,Madrid,Facultad de Empresa y Tecnología,Grado en Relaciones Internacionales,Grado en Relaciones Internacionales,No,N/A
DOCTOR,Comunitat Valenciana,Comunitat Valenciana,Pública,Universidad de Alicante,Varias modalidades,Propio,Alicante,Centro de Estudios de Doctorado y Postgrado,Doctorado en Nanociencia y Nanotecnología,Doctorado en Nanociencia y Nanotecnología,Sí,N/A
MASTER,País Vasco,País Vasco,Privada,Universidad Euneiz,Semi/No Presencial,Propio,Araba/Álava,Facultad de Nuevas Tecnologías Interactivas,Máster Universitario en Realidad Virtual y Aumentada,Máster Universitario en Realidad Virtual y Aumentada,No,N/A
MASTER,Castilla y León,Castilla y León,Privada,Universidad Europea Miguel de Cervantes,Varias modalidades,Propio,Valladolid,Facultad de Ciencias Sociales,Máster Universitario en Acceso a la Abogacía y la Procura,Máster Universitario en Acceso a la Abogacía y la Procura,Sí,N/A
MASTER,Madrid (Comunidad de),Comunidad de Madrid,Pública,Universidad Autónoma de Madrid,Presencial,Adscrito,Madrid,Escuela Universitaria de Fisioterapia de La ONCE,Máster Universitario en Fisioterapia Respiratoria y Cardiaca,Máster Universitario en Fisioterapia Respiratoria y Cardiaca,No,N/A
DOCTOR,Madrid (Comunidad de),Comunidad de Madrid,Pública,Universidad Politécnica de Madrid,Varias modalidades,Propio,Madrid,"Escuela Técnica Superior de Ingeniería Agronómica, Alimentaria y de Biosistemas",Doctorado en Biotecnología y Recursos Genéticos de Plantas y Microorganismos Asociados,Doctorado en Biotecnología y Recursos Genéticos de Plantas y Microorganismos Asociados,Sí,N/A
DOCTOR,Madrid (Comunidad de),Comunidad de Madrid,Pública,Universidad Politécnica de Madrid,Varias modalidades,Propio,Madrid,Centro de Investigación en Biotecnología y Genómica de Plantas (CBGP),Doctorado en Biotecnología y Recursos Genéticos de Plantas y Microorganismos Asociados,Doctorado en Biotecnología y Recursos Genéticos de Plantas y Microorganismos Asociados,Sí,N/A
MASTER,Rioja (La),La Rioja,Privada,Universidad Internacional de la Rioja,Semi/No Presencial,Propio,La Rioja,Escuela Superior de Ingeniería y Tecnología,Máster Universitario en Industria 4.0,Máster Universitario en Industria 4.0,No,N/A
DOBLE GRADO,Andalucía,Andalucía,Pública,Universidad Pablo de Olavide,Presencial,Propio,Sevilla,Facultad de Derecho,PCEO Grado en Sociología / Grado en Ciencias Políticas y de la Administración,Doble Grado en Sociología / Grado en Ciencias Políticas y de la Administración,No,N/A
GRADO,Comunitat Valenciana,Comunitat Valenciana,Privada,Universidad Europea de Valencia,Varias modalidades,Propio,Valencia,Facultad de Ciencias Sociales,Grado en Gestión Turística y del Ocio,Grado en Gestión Turística y del Ocio,Sí,N/A
DOCTOR,Madrid (Comunidad de),Comunidad de Madrid,Pública,Universidad Politécnica de Madrid,Varias modalidades,Propio,Madrid,"Escuela Técnica Superior de Ingenieros de Caminos, Canales y Puertos",Doctorado en Ingeniería de Estructuras. Cimentaciones y Materiales,Doctorado en Ingeniería de Estructuras. Cimentaciones y Materiales,Sí,N/A
GRADO,Madrid (Comunidad de),Comunidad de Madrid,Privada,Universidad Internacional de la Empresa,Varias modalidades,Propio,Madrid,Facultad de Ciencias Sociales Aplicadas y de la Comunicación,Grado en Turismo y Ocio,Grado en Turismo y Ocio,Sí,N/A
DOCTOR,Andalucía,Andalucía,Pública,Universidad de Cádiz,Varias modalidades,Propio,Cádiz,Escuela de Doctorado de la Universidad de Cádiz,Doctorado en Biomoléculas y Biomedicina,Doctorado en Biomoléculas y Biomedicina,Sí,N/A
MASTER,Comunitat Valenciana,Comunitat Valenciana,Privada,Universidad Europea de Valencia,Varias modalidades,Propio,Valencia,Facultad de Ciencias de la Salud,Máster Universitario en Psicología Jurídica y Forense,Máster Universitario en Psicología Jurídica y Forense,Sí,N/A
MASTER,Madrid (Comunidad de),Comunidad de Madrid,Privada,Universidad Internacional de la Empresa,Presencial,Propio,Madrid,Facultad de Ciencias Sociales Aplicadas y de la Comunicación,Máster Universitario en Dirección y Gestión de Proyectos / Master in Project Management,Máster Universitario en Dirección y Gestión de Proyectos / Master in Project Management,Sí,N/A
GRADO,Cataluña,Cataluña,Pública,Universidad de Barcelona,Varias modalidades,Adscrito,Barcelona,Escuela de Hostelería y Turismo-CETT,Grado en Marketing. Eventos y Entretenimiento,Grado en Marketing. Eventos y Entretenimiento,Sí,N/A
GRADO,País Vasco,País Vasco,Privada,Universidad de Navarra,Presencial,Propio,Gipuzkoa,Escuela de Ingeniería,Grado en Ingeniería de Tecnologías Industriales,Grado en Ingeniería de Tecnologías Industriales,No,N/A
MASTER,Madrid (Comunidad de),Comunidad de Madrid,Privada,Universidad Alfonso X El Sabio,Semi/No Presencial,Propio,Madrid,Facultad de Empresa y Tecnología,Máster Universitario en Negocios Digitales,Máster Universitario en Negocios Digitales,No,N/A
DOBLE GRADO,Madrid (Comunidad de),Comunidad de Madrid,Privada,Universidad Europea de Madrid,Presencial,Propio,Madrid,"Escuela de Arquitectura, Ingeniería y Diseño. Campus Villaviciosa y Alcobendas",PCEO Grado en Ingeniería en Matemática Aplicada al Análisis de Datos / Grado en Ingeniería Informática,Doble Grado en Ingeniería en Matemática Aplicada al Análisis de Datos / Grado en Ingeniería Informática,No,N/A
